latitude,longitude,bg_weight
40.84,28.46,0.7291388617681727
40.44,28.99,0.44592660772813764
40.44,26.01,0.0017978244680030286
41.33,28.18,0.9846529947221527
40.3,26.03,0.03135452110285697
40.61,26.32,0.0166150539640203
40.7,29.19,0.011812341072638621
39.9,28.12,0.17272846757395177
40.5,26.15,0.0211830827518511
40.53,26.06,0.0029741568949313013
41.15,28.92,0.007590600473734166
39.88,30.32,0.593035601857889
40.27,29.24,0.2879446281957495
41.31,29.17,0.8065753706652151
40.36,26.17,0.003952690428420502
40.47,26.37,0.027583721278516826
40.99,30.68,0.8675705191317707
41.09,29.35,0.02084436392955702
39.7,29.15,0.6894151044875391
40.48,25.91,0.010555829505015657
40.92,30.78,0.23929480371597456
40.71,27.52,0.012677473576659604
40.42,28.36,0.19467474360617387
39.87,28.63,0.3313299622430963
40.75,27.48,0.014559662900092585
39.97,28.08,0.02127596925426467
40.32,27.78,0.2774426107834872
40.4,25.97,0.002211692028705192
40.7,26.63,0.4362642674508246
40.47,26.23,0.045066254112404835
40.5,26.35,0.01669863633222446
40.07,29.37,0.014013159694887478
40.12,29.25,0.0056990075737319845
40.45,26.01,0.0027399770715008653
40.81,29.45,0.017699976588996136
40.84,29.49,0.00017555654979006796
40.47,25.92,0.0034026253494156
41.04,26.39,0.9440348516372392
40.69,27.31,0.15251489217382963
41.11,28.87,0.019056220361613474
41.78,26.66,0.9991568242828053
40.13,28.12,0.3673515224813153
39.73,29.36,0.10039366186118115
40.65,29.18,0.02603305734618433
40.83,29.03,0.3310406597175859
40.7,27.41,0.006652456451932909
40.41,26.01,0.002849324761359795
41.05,29.32,0.022315620876058984
39.66,29.42,0.0034572537716444085
39.98,27.77,0.03927175926192861
40.34,28.23,0.4227060711572844
40.09,29.34,0.004850596306623656
40.12,28.26,0.38859476468685983
39.68,28.79,0.318325539983099
40.78,29.48,0.013757292188067094
41.08,29.33,0.0060018969928277155
40.65,29.11,0.010355865706461964
40.66,29.1,3.735524083958719e-05
40.38,25.91,0.0018909272538220057
40.26,27.87,0.0493554240193953
40.76,27.27,0.2219490520938734
39.86,29.31,0.02059440896164
41.05,29.32,0.001952687075885029
40.56,26.15,0.014961772593756195
40.87,28.77,0.5579831992123556
39.8,28.66,0.031988594318310914
